date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:35:28	75164/75164	---M--	200	added ('OK')	image/jpeg	etag:%224e026df-1259c-55b4a9620e900%22	http://bootstraplovers.com/assan3.5/classic-template/html/images/resto/food8.jpg	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/images/resto/food8.jpg	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:29	859583/859583	---M--	200	added ('OK')	image/png	etag:%224e026cd-d1dbf-55b49efd4e380%22	http://bootstraplovers.com/assan3.5/classic-template/html/images/resto/about.png	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/images/resto/about.png	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:30	29109/29109	---M--	200	added ('OK')	image/jpeg	etag:%224e026e0-71b5-55b4a97150d00%22	http://bootstraplovers.com/assan3.5/classic-template/html/images/resto/food9.jpg	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/images/resto/food9.jpg	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:31	40244/40244	---M--	200	added ('OK')	image/jpeg	etag:%224e026d8-9d34-55b4a98463a00%22	http://bootstraplovers.com/assan3.5/classic-template/html/images/resto/food10.jpg	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/images/resto/food10.jpg	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:36	3510/3510	---M--	200	added ('OK')	application/javascript	etag:%224e02738-db6-55d7d4b77f080%22	http://bootstraplovers.com/assan3.5/classic-template/html/js/restaurant.custom.js	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/js/restaurant.custom.js	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:37	71774/71774	---M--	200	added ('OK')	image/jpeg	etag:%224e026d3-1185e-55b5ddef15f80%22	http://bootstraplovers.com/assan3.5/classic-template/html/images/resto/chef1.jpg	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/images/resto/chef1.jpg	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:39	79019/79019	---M--	200	added ('OK')	image/jpeg	etag:%224e026d4-134ab-55b5ddfa87a80%22	http://bootstraplovers.com/assan3.5/classic-template/html/images/resto/chef2.jpg	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/images/resto/chef2.jpg	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:40	16608/16608	---M--	200	added ('OK')	application/javascript	etag:%224e032ba-40e0-54f7299dfcb80%22	http://bootstraplovers.com/assan3.5/classic-template/html/smart-form/contact-recaptcha/js/jquery.form.min.js	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/smart-form/contact-recaptcha/js/jquery.form.min.js	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:41	23073/23073	---M--	200	added ('OK')	application/javascript	etag:%224e032bd-5a21-54f748e6f1b00%22	http://bootstraplovers.com/assan3.5/classic-template/html/smart-form/contact-recaptcha/js/jquery.validate.min.js	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/smart-form/contact-recaptcha/js/jquery.validate.min.js	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
15:35:41	3366/3366	---M--	200	added ('OK')	application/javascript	etag:%224e032be-d26-553c13a180700%22	http://bootstraplovers.com/assan3.5/classic-template/html/smart-form/contact-recaptcha/js/smart-form.js	D:/web_templates/assan3.5_classic-template/bootstraplovers.com/assan3.5/classic-template/html/smart-form/contact-recaptcha/js/smart-form.js	(from http://bootstraplovers.com/assan3.5/classic-template/html/classic-onepage-restaurant.html)
